Waterbody Lake ID,Waterbody Name,Latitude,Longitude,Sample Date,"Alkalinity, Gran (mg/L CaCO3)",Calcium (mg/L),Chloride (mg/L),"Color, true (TCU)",Conductivity (µS/cm),Dissolved Inorganic Carbon(mg/L),Dissolved Organic Carbon (mg/L),Iron (µg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Ammonia+Ammonium (µg/L),Nitrate+Nitrite (µg/L),Total Kjeldahl Nitrogen (µg/L),pH,Total Phosphorus (µg/L),Reactive Silicate (mg/L),Sulphate (mg/L),Secchi (m)
15-6958-53562,Weikwabinonaw L.,48.33376,-90.36215,23/05/08,10.1,3.98,0.63,69.2,34,2.84,10.4,,0.34,1.26,1.05,16,98,441,6.77,10.1,2.6,2.25,1.6
16-2832-54685,West Arm Armistice L.,49.33204,-89.99325,23/05/08,26.1,7.88,0.26,79.6,58.6,7.08,13.2,,0.61,2.56,0.99,12,72,439,7.14,10.5,2.98,1.25,1.5
17-4561-50068,Cameron L.,45.21374,-81.5589,27/05/08,161,32.8,0.16,15.2,312,NA,8.2,,0.17,21.7,0.56,20,20,350,8.41,5.6,0.56,6.05,3.7
17-4822-49331,Chesley L.,44.55288,-81.22112,27/05/08,124,34.1,8.09,8.6,266,NA,5.6,,1.29,14.3,3.82,30,20,453,8.48,13.3,0.44,4.8,3.5
17-4583-50085,Cyprus L.,45.23152,-81.5319,27/05/08,156,31.4,1.93,12.4,304,NA,8.2,,0.2,21.3,0.54,48,28,437,8.39,8.3,0.54,6.15,5.3
17-4271-53064,Katagi L.,47.91533,-81.98348,27/05/08,7.97,3.5,0.16,46.6,28,1.88,13.1,,0.28,1.1,0.66,16,48,396,6.7,9.4,2.3,2.8,2.2
17-4322-53002,Ketchini L.,47.84632,-81.9056,27/05/08,24.9,1.8,0.25,53.6,61.8,6.32,8.5,,0.335,2.05,0.865,12,70,293,7.39,6.2,2.56,3.95,3.9
17-4372-52874,Makami L.,47.74499,-81.83588,27/05/08,16.6,5.92,0.94,57.4,49.8,4.32,11.7,,0.305,1.64,1.2,16,74,310,7.17,7.1,2.16,3.9,2.5
17-5149-54886,Montreuil L.,49.55561,-80.79616,27/05/08,37.1,12,0.27,102,80.4,9.3,15.7,,0.425,3.2,0.805,8,48,424,7.55,13,1.48,1.65,1.5
17-5206-54832,Pierre L.,49.51813,-80.72614,27/05/08,37.8,12.3,0.29,95.2,81.6,9.2,15,,0.445,3.29,0.82,8,48,397,7.56,12.1,1.52,1.7,1.3
17-4239-52944,Resound L.,47.78941,-82.01555,27/05/08,7.53,3.18,0.21,25.2,29.4,2.08,7.9,,0.185,0.98,0.815,12,30,237,6.97,5.4,2.08,4.25,3.9
17-4104-52936,Rush L.,47.76594,-82.21136,27/05/08,19.8,6.76,0.24,60.8,51.4,4.78,10.7,,0.355,1.98,0.73,8,70,414,7.2,11.8,1.4,3.45,2.5
17-4558-52975,Stetham L.,47.829,-81.59034,27/05/08,22.1,10,38.8,44.2,201,5.7,11.1,,0.4,2.96,25.4,16,54,343,7.32,9.1,1.52,5.15,2.5
16-2773-53446,Whitefish L.,48.22396,-84.00532,27/05/08,58.7,18.6,3.05,22.8,138,13.2,5.1,,0.595,4.52,2.28,32,4,470,7.26,18.2,3.2,3.1,2.5
16-3411-55531,Bukemiga L.,50.11214,-89.22307,29/05/08,6.84,2.78,0.26,94.4,23.6,1.84,11.3,,0.515,0.94,0.855,14,74,338,6.23,8.8,2.92,1.25,2
16-3637-55505,Camel Read L.,50.09466,-88.90305,29/05/08,13.6,4.68,0.26,25.2,38.8,3.62,4.9,,0.495,1.31,0.95,12,46,210,6.62,4.8,2.48,2.95,4
17-5892-54928,Chabbie L.,49.58694,-79.77301,29/05/08,13,4.68,0.13,65.2,30.2,2.5,14.7,,0.345,1.42,0.42,22,8,329,7.11,8.5,0.86,0.85,1.4
16-3297-55263,Crevasse L.,49.86268,-89.36833,29/05/08,35.4,10.3,0.26,30.8,81.8,9,5.5,,0.625,3.09,2.41,8,86,266,7.07,6.9,3.36,3.15,4.2
16-3557-55322,Cry L.,49.92979,-89.0187,29/05/08,27.9,9.16,0.51,16.4,69,7.32,2.6,,0.5,2.14,1.37,8,30,187,6.89,21.4,1.64,3.7,6
17-5439-55794,Edgar L.,50.33797,-80.38427,29/05/08,42.5,13.6,0.35,26.8,89,10.5,5.3,,0.215,3.34,0.61,32,4,266,7.67,9.3,0.44,1.25,2.1
17-5975-55652,Favell L.,50.22077,-79.63112,29/05/08,13.2,4.52,0.15,64.8,25.4,2.34,14.7,,0.185,1.11,0.305,18,8,305,7,11.8,0.48,0.55,1.2
15-6904-53837,Greenwater L.,48.57383,-90.42428,29/05/08,26.3,9.78,0.28,21.4,66,6.82,4.2,,0.535,1.81,0.88,8,4,240,6.91,8.2,2.1,3.6,4.4
17-5202-54735,Humestone L.,49.41543,-80.72164,29/05/08,35.6,12.7,0.28,57.6,75.2,8.64,16.8,,0.41,2.99,0.775,30,8,519,7.43,16.6,1.32,1.9,2.1
15-6913-53983,Kashabowie L.,48.68289,-90.39014,29/05/08,12.7,4.5,0.29,67.4,38,3.12,10.4,,0.59,1.57,0.945,14,54,424,6.58,9.5,2.62,2.45,1.6
17-5547-55801,Kesagami L.,50.3256,-80.22337,29/05/08,18.1,6.18,0.17,49.6,39.2,4.12,11.6,,0.22,1.72,0.42,22,16,334,7.26,11.4,0.74,0.85,1.2
15-7089-53866,Lower Shebandowan L.,48.61214,-90.1267,29/05/08,20.4,7.78,2.48,30.4,62.8,5.08,6.9,,0.545,1.71,2.02,14,4,338,6.92,7.8,2.58,3.75,2.2
16-3237-55525,Maggotte L.,50.10134,-89.46479,29/05/08,3.98,2.02,0.21,113,17.2,1.22,12.3,,0.44,0.67,0.68,14,48,411,5.88,20.8,2.98,1.15,1.5
15-7026-53901,Middle Shebandowan L.,48.64756,-90.28033,29/05/08,20.3,7.54,2.45,33.4,60.2,5.22,7.3,,0.57,1.66,2,18,42,355,6.77,10,2.76,3.1,2.3
17-5325-55608,Natogami L.,50.21588,-80.52321,29/05/08,32.5,10.5,0.24,48.2,67.8,8.22,7.5,,0.225,2.63,0.54,28,4,270,7.45,10.2,0.6,0.95,2.1
16-3346-55390,Obonga L.,49.95115,-89.37366,29/05/08,18.7,6.86,0.31,77.2,49,4.9,10.1,,0.595,1.88,0.855,8,108,332,6.65,6.9,3.06,2.1,2.1
17-5416-55645,Piyagoskogau L.,50.24848,-80.40415,29/05/08,7.37,3.2,0.1,65.6,19.8,1.66,14.3,,0.155,0.86,0.295,20,8,314,6.8,11.2,0.42,0.5,1.1
15-6988-53913,Shebandowan L.s,48.61849,-90.3058,29/05/08,21.5,8.09,1.92,29.7,61.5,5.46,6.7,,0.547,1.65,1.707,13,17,333,6.9,8.33,2.47,3.33,2.4
16-3646-55478,Snowshoe L.,50.07015,-88.89215,29/05/08,19.3,7.02,0.32,64.2,49.6,5,9.9,,0.52,1.81,1.11,32,30,411,6.72,22.1,2.52,2.3,2
17-6275-49634,Sparrow L.,44.81851,-79.39612,29/05/08,79.6,29.4,26.8,20.6,278,NA,5.1,,1.55,5.53,16.9,30,22,420,8,13.4,0.8,13.1,3.8
17-5088-55586,Stringer L.,50.18148,-80.87478,29/05/08,17.5,6.6,0.11,64.4,39.2,4.22,14,,0.13,1.54,0.385,22,10,320,7.19,10.4,0.66,0.65,1.2
16-3723-53954,Upper Hunters L.,48.69715,-88.73126,29/05/08,5.25,2.18,0.15,59.8,20.2,1.46,6.9,,0.155,0.835,0.495,32,22,325,6.23,8.3,1.56,1.75,4
15-6867-53877,Upper Shebandowan L.,48.59543,-90.51031,29/05/08,23.8,8.96,0.82,25.4,61.4,6.1,6,,0.525,1.59,1.1,8,4,306,7.01,7.2,2.08,3.15,2.8
16-3576-55491,Wabinosh L.,50.07458,-89.0023,29/05/08,24.3,8.08,0.8,62.6,58.4,6.08,8.8,,0.695,2.1,1.24,18,88,306,6.95,9.2,3.18,1.8,1.7
17-5590-54756,Wasicho L.,49.43541,-80.19145,29/05/08,23.2,8.04,0.16,80,51.8,5.44,11.9,,0.245,2.06,0.6,26,8,365,7.39,8.1,0.8,1.5,2.1
16-3500-55543,Waweig L.,50.12437,-89.10523,29/05/08,21.7,6.86,1,38.8,54,5.64,6.5,,0.79,1.87,1.39,14,68,279,6.78,11.6,3.12,1.65,4
17-5694-55282,"20J-33, L.",49.90866,-80.03397,30/05/08,13.1,4.68,0.17,67.2,31.2,3.02,9.6,,0.2,1.3,0.325,18,8,263,7.11,7.4,0.42,0.8,1.7
17-5851-53899,"Abitibi, L.",48.9173,-79.93602,30/05/08,32.5,12.1,1.44,156,83,8.04,11.8,,1.28,3.14,2.1,20,152,496,7.44,45.9,1.76,3.85,0.3
17-4972-55128,L. 19E-72,49.76669,-81.03837,30/05/08,19.4,8.16,0.13,157,44.2,5.3,18.5,,0.16,1.71,0.295,24,18,456,7.09,20.6,0.76,0.8,1
17-5521-55108,Little Kesagami L.,49.75959,-80.2806,30/05/08,33.1,11.6,0.24,48.8,71,7.96,8.6,,0.31,2.66,0.605,26,8,286,7.53,9.9,0.76,1.8,2.2
17-5604-55832,Patawagamau L.,50.38861,-80.15322,30/05/08,29.7,9.26,0.35,48.8,62.2,7.46,6.9,,0.165,2.27,0.55,18,6,235,7.53,14.5,0.58,0.9,1.7
17-5208-55103,Sand L.,49.74311,-80.71155,30/05/08,36,12.5,0.21,72.4,74.4,8.7,10.8,,0.22,2.89,0.555,30,30,365,7.51,10.5,0.86,1.45,1.6
17-5700-52061,"Temagami, L.",47.02475,-80.0807,30/05/08,11.8,6.7,0.93,5,59.6,3.08,3,,0.335,1.88,1.15,12,48,177,6.64,5.1,0.46,11.6,5
16-3706-53956,Bisect L.,48.71092,-88.76169,02/06/08,8.33,1.28,0.19,44,27.2,2.42,7.3,,2.54,0.655,0.21,16,72,303,6.73,7.1,1.98,2.2,2.6
17-3210-54534,Big Pike L.,49.21191,-83.45427,03/06/08,103,32.5,0.34,28.6,201,23.6,9.3,,0.945,7.55,0.89,40,4,456,8.14,7.6,1.38,1.85,3
17-3275-54280,Brunswick L.,48.98134,-83.36377,03/06/08,58.1,17.4,0.23,78,120,14,16.3,,0.385,4.68,0.495,38,26,546,7.69,11.1,1.22,1.9,2
17-4019-55121,Guilfoyle L.,49.74908,-82.3589,03/06/08,85.9,25.2,0.36,27.8,170,20.2,8.7,,0.73,5.77,0.955,58,4,490,7.97,12.9,1.58,1.65,3.3
17-3644-55310,Hillmer L.,49.91773,-82.88537,03/06/08,45.2,13.7,0.2,74.6,94.4,10.6,12.7,,0.415,3.42,0.63,30,6,484,7.61,12.1,0.96,0.8,1.5
17-4357-54206,Oke L.,48.93537,-81.87284,03/06/08,9.89,4.92,0.06,164,27.8,1.84,20.5,,0.17,1.06,1.69,16,12,567,6.73,15.9,0.36,0.65,1
17-3441-54377,Opasatika L.,49.06193,-83.12007,03/06/08,69.9,20.8,0.24,50.8,142,16.8,12.4,,0.59,5.23,0.715,60,24,539,7.8,15.9,1.46,1.7,2.3
17-4164-54756,Remi L.,49.40962,-82.14732,03/06/08,84.3,25.3,4.97,29.8,189,20.3,9.1,,0.71,5.7,3.26,50,6,482,7.97,12.5,1.66,3.15,4
17-3846-54330,Saganash L.,49.07805,-82.57902,03/06/08,83.2,25.3,0.27,43.4,164,19.7,11.9,,0.565,5.25,1.09,16,22,470,7.93,15.5,1.04,2.6,2.5
17-4339-53837,Fortune L.,48.60358,-81.89721,04/06/08,10,3.96,0.17,10,29.4,2.5,4.6,,0.22,0.925,0.35,16,28,294,7.18,6.7,0.1,2.6,5.5
17-5046-53895,Frederick House L.,48.67342,-80.93469,04/06/08,37.1,24.4,3.22,166,168,8.84,13.7,,0.955,4.56,5.31,20,146,549,7.5,45.9,1.02,34,0.6
17-4140-53137,Hardiman L.,47.96982,-82.15347,04/06/08,24.2,8.56,0.2,22,57.6,6.04,6.2,,0.385,1.85,0.595,60,102,378,7.46,7.3,0.52,2.55,3.2
17-4010-53144,Horwood L.,48.06396,-82.32277,04/06/08,28.8,11.2,0.3,72.6,69.6,6.98,11.9,,0.35,2.46,0.73,18,38,404,7.46,10.7,1.6,3.8,1.3
17-4553-53202,Indian L.,48.03714,-81.60266,04/06/08,32.8,13.2,20.7,67.8,144,7.92,11.6,,0.27,2.99,12.1,22,26,451,7.48,10.1,1.78,3.65,2.5
17-4464-53580,Jowsey L.,48.37044,-81.72118,04/06/08,29.8,10.8,0.21,55.4,66.8,7.2,10,,0.225,2.32,0.58,28,24,390,7.5,8.6,1.08,1.9,2.1
17-4591-53367,Kenogamissi L.,48.06348,-81.54055,04/06/08,22.7,9.02,2.08,72.8,65,5.44,9.9,,0.315,2.05,1.83,22,68,367,7.37,9.8,2.18,3.95,2
17-4773-53267,Muskasenda L.,48.08182,-81.31016,04/06/08,45.8,16.6,0.26,55.6,105,10.6,9.1,,0.33,3.45,0.805,40,18,400,7.73,11.1,1.7,4.4,2.4
17-5018-53686,Night Hawk L.,48.51334,-80.99491,04/06/08,32.5,14.6,0.84,147,94.8,7.84,13.7,,0.8,3.32,1.72,20,102,564,7.51,32.9,1.52,9.4,0.3
17-6010-53265,Larder L.,48.09284,-79.65527,05/06/08,33.5,11.1,4.75,19.2,111,8.32,5.8,,0.625,3.33,4.19,34,164,319,7.69,8.2,1.64,9.95,2.9
17-6079-53230,Raven L.,48.06415,-79.54718,05/06/08,11.8,4.64,1.31,32.4,48.2,2.9,6.7,,0.42,1.55,1.92,18,130,308,7.1,7.4,1.78,5.65,2.4
17-5962-53128,St. Anthony L.,47.97072,-79.7169,05/06/08,17.9,6.22,0.18,17.4,52.4,4.24,6.2,,0.39,1.83,0.885,16,4,299,7.47,5.6,0.32,4.75,2.8
17-5829-53372,Victoria L.,48.18348,-79.87569,05/06/08,28.6,9.98,3.48,53.4,84.8,6.88,9.3,,0.28,2.43,2.74,20,18,379,7.55,9.6,1.2,5.35,2.2
17-5314-53425,Watabeag L.,48.25385,-80.54939,06/06/08,55.8,16.5,0.22,27,108,11.7,6.1,,0.31,3.12,0.97,30,10,298,7.64,9.4,1.4,3.1,2.9
17-6403-50645,North L.,45.72178,-79.19589,02/07/08,1.4,1.6,0.2,8.6,17,0.7,2.3,,0.4,0.4,0.6,10,20,215,6.3,4.1,0.5,4,7.1
18-2810-50600,Murphys L.,45.65649,-77.80311,04/07/08,6.41,3.18,0.33,17,34.4,1.58,4.8,,0.595,1.14,1.12,24,6,249,6.93,9.2,1.34,6.9,5.9
16-3680-53921,Nalla L.,48.66873,-88.79683,13/08/08,NA,3.42,0.22,29.6,29.4,NA,8,,0.325,1.32,0.775,8,8,303,NA,3.6,2.84,2.7,4.4
16-3488-53829,Penassen L.s,47.68398,-89.0167,14/08/08,NA,2.36,0.1,33.8,19.8,NA,7.6,,0.135,0.87,0.57,16,8,350,NA,4,1.68,1.4,2.8
16-3700-54335,Cliff L.,49.04072,-88.7805,15/08/08,NA,6.96,0.17,9.6,50.6,NA,4.8,,0.17,1.84,0.505,6,6,268,NA,2.2,0.52,1.45,6
17-7182-49263,Katchewanooka L.,44.45515,-78.26081,21/04/09,87.3,NA,11.4,28,224,22.1,6.8,,NA,NA,NA,28,72,423,8,14.8,1.56,6.45,3
17-7146-49082,Little L.,44.29693,-78.31189,21/04/09,90.7,NA,11.8,28,230,22.4,6.8,,NA,NA,NA,22,76,396,8.01,15.8,1.52,6.45,2.5
17-7074-49389,Big Bald L.,44.57668,-78.38937,22/04/09,91,39.4,21.5,22,270,24,6.5,,0.695,3.09,13.2,34,4,329,7.84,12.7,1.18,11.1,3
17-7076-49181,Chemong L.,44.39675,-78.38741,22/04/09,120,48.7,21.7,18.2,308,6.8,6.9,,1.38,4.57,12,28,16,428,8.06,13.1,0.56,8.6,2.5
17-6992-49270,Pigeon L.,44.47517,-78.49103,22/04/09,91.3,37,11.2,30.4,225,NA,6.7,,1.05,3.42,6.32,24,92,401,7.87,14.3,1.34,6.55,2.5
17-7257-48946,Rice L.,44.21019,-78.12888,24/04/09,96.2,39.2,13,27.6,244,NA,6.8,,1.1,3.41,7.87,66,30,509,7.91,23.4,1.16,6.95,2.5
18-3762-49801,Dalhousie L.,44.95798,-76.59057,28/04/09,NA,19.4,3.17,23.8,125,13.6,6,,0.82,3.46,2.03,6,16,309,NA,9.2,1.56,5.15,3
18-3587-49991,Govan L.,45.13697,-76.80276,28/04/09,58.1,22,0.71,20,126,14.4,6.6,,0.725,2.3,0.92,54,78,380,7.49,16.8,2.04,4.25,4.5
18-4040-49580,Big Rideau L.,44.78192,-76.20507,29/04/09,86.7,28.9,9.46,9.6,219,NA,5.3,,1.39,7.79,5.46,10,38,332,7.92,6.1,0.94,8.1,8
18-4082-49908,Mississippi L.,45.03418,-76.20744,29/04/09,82.2,29.6,5.06,28,190,21.2,6.8,,1.01,6.07,3.16,12,10,338,7.92,12.9,1.2,5.5,4
17-6934-50060,Redstone L.,45.17292,-78.53599,29/04/09,3.67,2.6,0.73,12.6,24.8,1.3,3.3,,0.495,0.65,0.98,14,150,194,6.44,3.5,1.3,4.95,8.2
17-6793-49499,Four Mile L.,44.65998,-78.74808,30/04/09,85.4,33.7,3.96,13.4,198,5.38,5,,0.415,4.73,2.67,14,28,271,8,5.1,2.2,6.55,8.1
18-4334-50239,Lac Deschenes,45.37549,-75.87506,30/04/09,18.9,7.56,2.3,62.2,62.2,4.7,7.4,,0.735,1.87,2.62,16,148,288,7.28,15.3,2.32,5.4,1.8
18-5390-50495,Lac Dollard-des-Ormeaux,45.57782,-75.12082,30/04/09,20.5,8.32,3.05,62.8,66,5.12,7,,0.74,1.99,2.89,40,146,318,7.28,21.3,2.24,5.45,1.5
17-6749-49534,Shadow L.,44.70505,-78.79521,30/04/09,22.7,10,5.21,18.2,80.2,5.72,4.9,,0.7,1.97,3.64,10,72,224,7.49,7,1.34,6.65,3.8
17-6744-49500,Silver L.,44.68357,-78.80077,30/04/09,23.5,10.2,5.43,19.4,83.2,5.84,4.8,,0.72,2.01,3.73,12,70,248,7.49,7.6,1.32,6.7,3.5
17-6459-49524,Young L.,44.71186,-79.15948,30/04/09,95.3,35.7,24.2,17.6,278,5.76,5.2,,0.845,7.25,14.6,20,94,356,8.11,12.1,2.4,7.1,3.7
17-7331-50275,McKenzie L.,45.36692,-78.01907,04/05/09,4.53,3.04,3.06,39.6,36.8,1.52,5.5,,0.53,0.8,2.24,6,104,283,6.47,6.7,2.28,5.15,3.8
18-3549-49862,Palmerston L.,45.03238,-76.82489,07/05/09,8.14,4.2,0.46,28.8,33.8,2.56,5.6,,0.47,0.9,0.76,16,54,281,6.37,5.7,1.3,4.4,6.1
18-3085-49890,Weslemkoon L.,45.04226,-77.41913,07/05/09,73.5,26.3,1.67,10,168,18.1,3.5,,1.04,4.21,1.15,12,24,234,7.2,6,1.58,7.2,4.5
16-7134-51997,Achigan L.,46.92032,-90.19752,11/05/09,2.33,2.18,0.27,18.4,19.8,1.26,3.8,,0.275,0.47,0.665,8,320,221,5.75,5.2,1.9,3.35,8
16-7046-52151,Adelaide L.,47.06362,-90.31202,11/05/09,6.3,3.5,0.19,9.4,25.4,2.12,2.6,,0.215,0.445,0.56,12,294,176,6.76,3.4,1.16,3.5,7.1
16-7004-52204,Dick L.,47.10821,-90.35825,11/05/09,8.84,4.66,0.16,24.6,29.6,2.8,4.7,,0.21,0.46,0.525,18,206,246,6.69,5.5,1.32,3.2,4.2
16-7267-52208,Gavor L.,47.09785,-90.01949,11/05/09,16,7.34,0.29,33.6,43.6,4.44,7.1,,0.26,0.535,0.525,16,100,328,6.98,5.3,1.2,3.1,3.5
16-6971-52177,Griffin L.,47.08591,-90.40355,11/05/09,5.77,3.32,0.16,8.6,25.8,1.78,2.7,,0.215,0.45,0.565,6,346,173,6.69,2.8,1.56,3.55,10
17-2809-52215,Hanes L.,47.1137,-83.88907,11/05/09,7.41,3.9,0.27,48.8,28.6,2.04,8.5,,0.215,0.72,0.615,76,68,328,6.63,5.8,2.04,3.75,2.5
16-6811-52113,Mamainse L.,47.02953,-90.61872,11/05/09,3.11,2.1,0.22,6.8,19.2,1.16,2.2,,0.24,0.325,0.535,36,244,182,6.39,2.4,1.12,3.5,10
16-6806-52259,Queminico L.,47.16387,-90.61791,11/05/09,20.9,6.84,0.21,9.2,52,5.36,4.1,,0.46,1.61,1.03,78,66,335,7.4,6.7,1.08,3.15,6
17-2800-52265,Quinn L.,47.15709,-83.89998,11/05/09,4.09,2.6,0.22,50.2,22.4,1.64,8.3,,0.2,0.565,0.67,40,72,372,6.25,6.3,2.06,3.5,2.3
16-7098-52235,Quintet L.s,47.1253,-90.24488,11/05/09,3.76,2.44,0.21,11.4,19.8,1.48,3.4,,0.27,0.365,0.505,12,150,184,6.38,3,1,3.25,8
16-6806-52194,Upper Pancake L.,47.10175,-90.62023,11/05/09,4.24,2.5,0.27,18,20.6,1.4,4.2,,0.225,0.38,0.645,46,166,282,6.45,4.4,1.28,3.05,5.2
17-3094-52159,Anvil L.,47.0708,-83.51069,12/05/09,7.62,3.48,0.22,23.8,26.6,2.16,4.7,,0.19,0.68,0.665,14,62,265,6.88,5.3,1.12,3.5,3.5
18-3469-50088,Black Donald L.,45.22439,-76.92486,12/05/09,29.1,11.3,3.22,30.6,83,7.38,5.4,,0.705,1.95,2.37,20,50,301,7.4,11.2,2.14,5.9,4
17-2752-51845,Devils L.,46.81057,-80.01533,12/05/09,5.14,2.98,0.25,9.4,25.8,1.66,3.7,,0.38,0.635,0.76,10,64,268,6.65,3.5,0.84,4.5,7.1
17-2933-51822,Garden L.,46.76525,-83.70856,12/05/09,8.57,4.22,0.23,50,32.8,2.48,7.6,,0.285,1.02,0.865,10,126,304,6.78,6.7,2.86,4.45,3.1
18-3186-50482,Golden L.,45.58606,-77.30619,12/05/09,29.8,9.9,3.72,30.2,86.2,7.32,6.3,,0.99,3.08,2.79,26,12,334,7.42,11.7,3.08,5.9,4
17-3074-52158,Gong L.,47.06814,-83.5357,12/05/09,6.96,3.46,0.2,32.8,26.4,2.04,6,,0.22,0.74,0.765,14,82,302,6.69,5.1,2.08,3.7,5
17-2862-52249,Graham L.,45.34618,-83.72995,12/05/09,4.64,2.88,0.18,71.8,22.4,1.48,9.4,,0.2,0.7,0.67,24,84,416,6.38,8.3,2.12,3.05,2.4
17-3006-52333,Gull L.,47.2319,-83.63461,12/05/09,8.56,4.22,0.17,98.4,29.8,2.32,12.6,,0.22,1.03,0.685,14,82,425,6.56,9,2.44,2.95,1.5
17-7120-51253,Holden L.,46.19409,-83.75402,12/05/09,9.71,4.28,1.03,66.4,39.4,2.6,7.6,,0.555,1.24,1.47,4,126,287,6.83,11.5,2.16,5.15,2.2
18-3854-50393,Lac des Chats,45.5032,-76.45196,12/05/09,13.4,5.4,1.61,65.4,48.6,3.52,7.4,,0.66,1.51,1.86,14,122,316,6.97,16.4,2.28,5.3,3.3
18-3662-50545,Lac du Rocher-Fendu,45.6692,-76.71519,12/05/09,12.2,5.14,1.5,63.6,45.6,3.26,7.4,,0.62,1.47,1.82,4,138,307,6.97,13,2.26,5.35,1.9
17-7258-50190,Little Meach L.,45.29057,-78.12195,12/05/09,15.2,2.88,0.29,17.4,27.8,1.8,3.6,,0.61,0.7,1.05,12,44,217,8.49,5.2,2,5.6,4.7
17-2851-51570,McMahon L.,46.53539,-83.80672,12/05/09,12.1,5.26,0.33,7.2,39.4,3.16,2.7,,0.345,0.905,0.83,18,54,260,7.1,6.9,0.44,4.65,4.4
17-7249-50200,Meach L.,45.3019,-78.13443,12/05/09,4.35,2.62,0.25,29.2,25.4,1.48,4.8,,0.535,0.63,0.97,12,70,259,6.52,5.9,2.12,4.95,4.1
18-3511-50603,Muskrat L.,45.67103,-76.90378,12/05/09,121,38.5,18,25.2,308,20,6.8,,2.24,8.65,10.9,160,2,742,8.13,43.1,1.56,10.7,1.6
17-2857-52221,Point L.,47.11523,-83.8269,12/05/09,11.3,3.16,0.17,61.8,24.4,1.56,8.6,,0.2,0.765,0.675,20,96,347,6.57,7.2,2.12,3.2,2.9
17-3053-51969,Ranger L.,46.89711,-83.57197,12/05/09,7.75,3.76,0.56,7.8,31.2,2.12,3.1,,0.27,0.955,0.76,6,50,184,6.87,2.1,1,4.7,9.5
17-2880-52035,Saddle L.,46.94719,-83.78042,12/05/09,4.81,2.88,0.23,22.8,23.2,1.4,5.3,,0.23,0.56,0.725,42,68,325,6.58,6.1,1.06,3.75,4
17-3014-51622,Shelden L.,46.59258,-83.59272,12/05/09,7.34,3.72,0.33,16.4,31,2.08,3.5,,0.315,0.775,0.93,12,164,232,6.76,4.1,1.66,4.4,5.5
17-2880-52069,Ward L.,46.98402,-83.7866,12/05/09,14.6,2.62,0.18,26.6,22,1.08,5.5,,0.24,0.52,0.67,24,86,284,8.67,4.3,1.24,4,5
17-6201-49898,"Muskoka, L.",45.07056,-79.51538,13/05/09,5.48,3.42,6.43,33.2,50,1.28,4.3,,0.575,0.875,4.38,8,168,232,6.7,7.5,1.76,4.85,4
18-3191-50636,Kelly L.,45.70147,-77.32134,14/05/09,10.8,3.34,0.27,45.4,31.6,2.96,5.8,,0.605,1.24,0.92,20,38,317,6.88,15,2.2,3.05,3
17-3582-51582,Astonish L.,46.56272,-82.84455,15/05/09,14,6.68,0.18,17.6,40,4.24,4,,0.175,0.615,0.76,16,70,207,6.96,4.8,1.7,4,4.9
17-3164-51328,Basswood L.,46.29899,-83.34745,15/05/09,4.78,3.36,1.66,2.6,33.4,1.48,0.8,,0.27,0.82,1.38,2,288,94,6.71,3,0.16,6.4,7
17-6257-50660,Bernard L.,45.76157,-79.37991,15/05/09,6.72,3.8,9.81,17.2,62.6,1.92,3.5,,0.785,0.925,6.18,12,72,214,6.87,8.3,0.92,5.35,2.1
17-3557-51418,Big Moon L.,46.40832,-82.88208,15/05/09,4.31,2.58,0.28,11.4,23,1.56,2.6,,0.195,0.5,0.71,12,80,164,6.6,4.6,1.12,4.6,5
17-3423-51340,Chiblow L.,46.32357,-83.05295,15/05/09,4.6,2.74,0.39,6.2,25,1.36,2.4,,0.235,0.67,0.82,10,92,148,6.62,3.7,1.02,5.15,6.1
17-3453-51907,Doehead L.,46.85503,-83.02826,15/05/09,9.41,4.14,0.26,35.8,32,2.54,5.8,,0.16,1.05,0.84,6,62,258,6.81,8.2,2.66,4.05,3.1
17-3432-51760,Duval L.,46.71528,-83.04993,15/05/09,6.76,3.58,0.28,26.8,27.2,2.16,4.8,,0.155,0.655,0.655,6,88,212,6.69,4.8,1.8,3.6,4.6
17-3445-51613,Endikai L.,46.57194,-83.04023,15/05/09,8.6,4.12,0.32,18.8,33.6,2.4,3.6,,0.21,0.885,0.815,2,118,154,6.84,3.8,2.24,4.9,5.8
17-3860-51538,Geiger L.,46.53021,-82.48572,15/05/09,3.34,2.3,0.42,35.6,20.4,1.22,4.9,,0.16,0.455,0.745,8,54,243,6.34,6.3,1.48,3.7,4.1
17-3400-51692,Kirkpatrick L.,46.66493,-83.03044,15/05/09,6.03,3.14,0.32,8,26.4,2.04,2.8,,0.175,0.685,0.66,2,78,144,6.67,3.2,1.48,4.2,6.6
17-3592-51192,Lauzon L.,46.19164,-82.80628,15/05/09,6.36,3.7,1.54,10.4,36.8,1.8,2.6,,0.365,0.985,1.32,2,100,178,6.77,4.3,0.7,6.6,3.9
17-3360-51357,Little Chiblow L.,46.3617,-83.12025,15/05/09,4.57,2.62,0.42,8.8,24.8,1.4,2.8,,0.23,0.65,0.81,4,66,168,6.71,4.2,0.72,5,4.9
17-3525-51387,Matinenda L.,46.4026,-83.01702,15/05/09,4.53,2.58,0.28,10.2,24.2,1.36,2.8,,0.22,0.63,0.8,6,92,165,6.63,3.9,1.28,4.7,5.7
